"Date","AvgTemp","AvgSalinity","AvgDO","AvgpH","AvgTurbidity","Year","Month_Day"
2021-06-03,12.3166666666667,32.0483333333333,9.425,7.98333333333333,1.865,2021,"06/03"
2021-06-14,16.5288888888889,30.9311111111111,8.54888888888889,7.90333333333333,5.66777777777778,2021,"06/14"
2021-06-16,15.9425555555556,30.3733333333333,8.70777777777778,7.95444444444444,8.15555555555556,2021,"06/16"
2021-06-28,16.1366666666667,30.96,8.145,7.805,5.82666666666667,2021,"06/28"
2021-06-29,16.3492222222222,31.6666666666667,8.09111111111111,7.89,7.94333333333333,2021,"06/29"
2021-06-30,17.0686666666667,30.9833333333333,8.67444444444445,7.92333333333333,5.08222222222222,2021,"06/30"
2021-07-15,17.96,29.595,6.99166666666667,7.88166666666667,5.65833333333333,2021,"07/15"
2021-07-28,19.723,29.645,7.26166666666667,7.89166666666667,8.1,2021,"07/28"
2021-08-09,19.352,30.2216666666667,7.575,7.88666666666667,5.78666666666667,2021,"08/09"
2021-08-17,20.9762222222222,30.6866666666667,7.55666666666667,7.97888888888889,3.32777777777778,2021,"08/17"
2021-08-18,20.732,30.6755555555556,7.24777777777778,7.97,9.56,2021,"08/18"
2021-08-26,21.0993333333333,30.1916666666667,6.945,7.89666666666667,5.34,2021,"08/26"
2021-08-31,21.126,30.4788888888889,6.01,7.81888888888889,4.18888888888889,2021,"08/31"
2021-09-07,19.5408333333333,29.74,6.73333333333333,7.815,6.68,2021,"09/07"
2021-09-20,17.3618888888889,30.4444444444444,8.66555555555555,8.01777777777778,10.6683333333333,2021,"09/20"
2021-09-21,17.4671666666667,31.1833333333333,8.41666666666667,8.04333333333333,4.17166666666667,2021,"09/21"
2021-09-23,18.4772222222222,30.4,7.35333333333333,7.82555555555556,3.87444444444444,2021,"09/23"
2021-09-28,17.9576666666667,31.0188888888889,6.89,7.78444444444444,16.6942857142857,2021,"09/28"
2021-09-29,16.9266666666667,30.6677777777778,6.86222222222222,7.88777777777778,4.34666666666667,2021,"09/29"
2021-10-07,15.9937777777778,30.4511111111111,7.49777777777778,7.95222222222222,5.1,2021,"10/07"
2021-10-13,16.8926666666667,30.78,7.50166666666667,7.83,3.01833333333333,2021,"10/13"
2021-10-21,15.0375555555556,31.1444444444444,7.75888888888889,7.96888888888889,6.17571428571429,2021,"10/21"
2021-11-02,12.8875,30.9333333333333,8.04333333333333,7.94166666666667,5.585,2021,"11/02"
2021-11-10,11.7276666666667,30.805,8.22333333333333,7.87666666666667,4.07333333333333,2021,"11/10"
2021-12-01,7.153,32.2316666666667,9.59666666666667,8.03833333333333,2.045,2021,"12/01"
2021-12-15,6.27416666666667,32.1066666666667,10.0633333333333,7.99666666666667,3.19166666666667,2021,"12/15"
2021-12-20,5.77383333333333,31.82,10.1633333333333,8.035,4.04833333333333,2021,"12/20"
2022-01-20,2.19066666666667,31.9016666666667,11.1966666666667,8.04,4.87,2022,"01/20"
2022-01-25,1.83083333333333,31.32,11.6966666666667,8.07666666666667,3.65166666666667,2022,"01/25"
2022-02-03,1.284,32.175,11.6,8.01833333333333,6.46666666666667,2022,"02/03"
2022-02-15,2.13383333333333,31.6433333333333,11.2316666666667,7.95166666666667,3.46,2022,"02/15"
2022-03-02,3.157,31.4966666666667,10.9016666666667,8.02166666666667,14.44,2022,"03/02"
2022-03-14,3.71022222222222,31.2522222222222,10.9244444444444,7.94111111111111,1.64125,2022,"03/14"
2022-03-16,4.96577777777778,30.58,11.2788888888889,8.14777777777778,1.10888888888889,2022,"03/16"
2022-03-23,5.85966666666667,31.3866666666667,10.7566666666667,8.075,2.98333333333333,2022,"03/23"
2022-04-04,6.503,29.4533333333333,10.3916666666667,7.99333333333333,7.58333333333333,2022,"04/04"
2022-04-12,8.073,29.69,10.4966666666667,8.05444444444444,6.72666666666667,2022,"04/12"
2022-04-25,9.79766666666667,29.0877777777778,9.67777777777778,7.92111111111111,14.8966666666667,2022,"04/25"
2022-04-26,9.73166666666667,28.9911111111111,9.66777777777778,7.84555555555556,7.13333333333333,2022,"04/26"
2022-04-27,9.04133333333333,29.4933333333333,9.49666666666667,7.875,5.35166666666667,2022,"04/27"
2022-05-03,10.0407777777778,29.0688888888889,9.45333333333333,7.91444444444444,7.175,2022,"05/03"
2022-05-05,9.80433333333333,29.2766666666667,10.1683333333333,7.95,6.94833333333333,2022,"05/05"
2022-05-24,13.2708333333333,29.785,9.44333333333333,7.925,6.965,2022,"05/24"
2022-05-26,14.4311111111111,29.7266666666667,8.97333333333333,7.87222222222222,3.14111111111111,2022,"05/26"
2022-06-06,15.1843333333333,NA,8.49333333333333,7.91166666666667,6.00333333333333,2022,"06/06"
2022-06-21,15.0681111111111,31.5944444444444,8.54222222222222,7.86,5.36666666666667,2022,"06/21"
2022-06-23,16.2843333333333,31.6055555555556,8.34,7.82333333333333,8.905,2022,"06/23"
2022-06-27,17.1883333333333,31.705,8.23,7.85,6.245,2022,"06/27"
2022-07-05,17.8465555555556,31.5488888888889,8.08555555555555,7.84777777777778,7.21666666666667,2022,"07/05"
2022-07-22,15.3741666666667,30.4933333333333,8.91,7.89,3.77166666666667,2022,"07/22"
2022-07-27,16.047,31.9866666666667,8.685,7.895,5.14333333333333,2022,"07/27"
2022-08-04,18.8904444444444,31.9944444444444,8.72,7.90444444444444,11.3688888888889,2022,"08/04"
2022-08-15,19.029,30.2055555555556,7.56777777777778,7.84777777777778,7.03333333333333,2022,"08/15"
2022-08-19,19.6721111111111,30.3888888888889,8.52444444444444,7.90111111111111,3.82888888888889,2022,"08/19"
2022-08-24,20.3938333333333,30.355,7.16833333333333,7.91166666666667,4.99333333333333,2022,"08/24"
2022-08-30,21.4241666666667,30.2466666666667,6.80333333333333,7.84333333333333,4.498,2022,"08/30"
2022-08-31,21.9873333333333,29.9677777777778,6.23444444444444,7.82777777777778,11.0555555555556,2022,"08/31"
2022-09-07,18.8465555555556,29.7444444444444,7.36444444444444,7.84666666666667,4.68,2022,"09/07"
2022-09-15,19.2222,30.078,6.694,7.79,10.298,2022,"09/15"
2022-09-22,18.2713333333333,30.3011111111111,7.00777777777778,7.73888888888889,7.54888888888889,2022,"09/22"
2022-09-27,16.6063333333333,32.9433333333333,7.57833333333333,7.80666666666667,4.83,2022,"09/27"
2022-09-28,16.5398888888889,32.7677777777778,7.30222222222222,7.86666666666667,8.87888888888889,2022,"09/28"
2022-10-13,14.5985,29.9033333333333,8.65,7.89833333333333,4.5,2022,"10/13"
2022-10-18,15.1203333333333,31.1455555555556,7.36111111111111,7.80888888888889,12.5511111111111,2022,"10/18"
2022-10-19,14.6344444444444,29.61,7.63666666666667,7.79222222222222,10.1,2022,"10/19"
2022-10-27,13.7018333333333,31.59,7.92333333333333,7.85833333333333,6.585,2022,"10/27"
2022-11-03,13.2191666666667,31.815,8.53,7.765,4.52333333333333,2022,"11/03"
2022-11-08,13.489,31.7533333333333,8.27,7.83444444444444,5.02333333333333,2022,"11/08"
2022-11-29,7.3495,31.7183333333333,10.4816666666667,7.94833333333333,2.985,2022,"11/29"
2022-12-08,7.85266666666667,32.0866666666667,10.345,7.98,2.265,2022,"12/08"
2022-12-21,5.35533333333333,32.1216666666667,9.38666666666667,7.88,3.60833333333333,2022,"12/21"
2023-01-11,4.2015,30.3483333333333,10.6516666666667,7.98166666666667,2.24666666666667,2023,"01/11"
2023-01-27,4.16183333333333,30.2383333333333,9.58166666666667,7.90666666666667,6.65166666666667,2023,"01/27"
2023-02-01,4.571,30.7016666666667,9.15166666666667,7.91166666666667,3.385,2023,"02/01"
2023-02-14,3.87283333333333,31.0283333333333,11.525,8.03,2.76333333333333,2023,"02/14"
2023-03-03,3.60883333333333,31.3033333333333,10.91,7.965,3.06,2023,"03/03"
2023-03-22,5.26277777777778,29.9977777777778,11.1977777777778,8.03111111111111,8.355,2023,"03/22"
2023-03-24,5.91,30.19,10.9116666666667,7.96833333333333,3.754,2023,"03/24"
2023-03-28,6.70133333333333,30.2922222222222,10.9633333333333,7.91111111111111,7.45333333333333,2023,"03/28"
2023-04-05,7.065,30.9966666666667,10.5583333333333,8.03833333333333,4.71166666666667,2023,"04/05"
2023-04-13,8.3325,31.34,10.7733333333333,8.01833333333333,4.225,2023,"04/13"
2023-04-28,10.9183333333333,31.3788888888889,9.53777777777778,7.94666666666667,4.80222222222222,2023,"04/28"
2023-05-10,12.3918333333333,31.1066666666667,9.905,8.135,9.17833333333333,2023,"05/10"
2023-05-18,12.8403333333333,31.3888888888889,8.78555555555556,8.18666666666667,6.21,2023,"05/18"
2023-05-25,13.9218333333333,30.98,8.34166666666667,8.095,4.72833333333333,2023,"05/25"
2023-05-30,14.9494444444444,31.1977777777778,7.90666666666667,8.07,5.34777777777778,2023,"05/30"
2023-06-05,14.0085555555556,31.1455555555556,7.43,7.85777777777778,10.5211111111111,2023,"06/05"
2023-06-06,13.9435,31.2333333333333,7.77,7.89166666666667,7.02333333333333,2023,"06/06"
2023-06-14,16.4872222222222,30.9388888888889,7.45333333333333,8.03444444444444,6.71111111111111,2023,"06/14"
2023-06-20,17.3536666666667,30.5888888888889,7.25,8.01444444444444,10.6177777777778,2023,"06/20"
2023-06-22,17.599,30.72,7.72833333333333,8.04,6.43166666666667,2023,"06/22"
2023-07-06,19.2962222222222,30.5088888888889,6.13,7.87,14.6777777777778,2023,"07/06"
2023-07-11,17.6251666666667,31.47,7.055,7.86666666666667,4.00333333333333,2023,"07/11"
2023-07-12,19.4181111111111,31.0244444444444,6.67444444444444,7.83444444444444,7.04,2023,"07/12"
2023-07-20,16.8303333333333,30.8216666666667,6.79666666666667,7.825,6.28666666666667,2023,"07/20"
2023-07-27,16.5011111111111,30.7144444444444,6.50888888888889,7.74444444444444,11.7122222222222,2023,"07/27"
2023-08-14,15.8533333333333,30.725,7.74,7.86833333333333,4.49833333333333,2023,"08/14"
2023-08-16,17.1263333333333,30.0611111111111,7.44777777777778,7.79,4.93555555555556,2023,"08/16"
2023-08-31,17.1486666666667,30.0933333333333,7.61833333333333,7.84333333333333,5.14666666666667,2023,"08/31"
2023-09-06,18.5366666666667,30.1733333333333,7.7,7.83333333333333,4.76111111111111,2023,"09/06"
2023-09-13,19.4795555555556,30.1844444444444,6.38444444444444,7.72888888888889,5.14444444444444,2023,"09/13"
2023-09-20,18.5596666666667,29.3516666666667,6.81833333333333,7.80333333333333,6.06333333333333,2023,"09/20"
2023-09-25,17.5065555555556,28.1122222222222,7.56666666666667,7.86333333333333,7.22375,2023,"09/25"
2023-09-28,16.8911666666667,29.5033333333333,7.60833333333333,7.8,6.50333333333333,2023,"09/28"
2023-10-06,17.8556666666667,29.6311111111111,7.50333333333333,7.77444444444444,4.87333333333333,2023,"10/06"
2023-10-10,15.9191666666667,30.99,6.95,7.79166666666667,2.17,2023,"10/10"
2023-10-15,14.5341111111111,30.8155555555556,8.36,7.83666666666667,8.2,2023,"10/15"
2023-10-18,14.1812222222222,30.45,8.03333333333333,7.89888888888889,7.415,2023,"10/18"
2023-10-24,13.5594444444444,30.3422222222222,8.09333333333333,7.85666666666667,2.70222222222222,2023,"10/24"
2023-10-25,13.698,30.7966666666667,7.70833333333333,7.92833333333333,4.07666666666667,2023,"10/25"
2023-10-31,12.8786666666667,30.3111111111111,7.27555555555556,7.86333333333333,10.9566666666667,2023,"10/31"
2023-11-01,12.5918333333333,30.45,8.2,7.83833333333333,6.16833333333333,2023,"11/01"
2023-11-07,11.167,30.1522222222222,9.02333333333333,7.88555555555556,6.76666666666667,2023,"11/07"
2023-11-21,7.97083333333333,30.8333333333333,9.57833333333333,7.89166666666667,0.596666666666667,2023,"11/21"
2023-12-07,6.1655,30.3016666666667,9.93,8.00833333333333,5.01833333333333,2023,"12/07"
2023-12-19,7.619,29.6916666666667,9.69666666666667,7.91166666666667,4.89333333333333,2023,"12/19"
